번호,제목,내용,지역,지원분야대,사업번호,지원기간,지원대상,업종,조회수,활성화,등록일자,접수기관_담당부서,기업형태,접수기관명,접수팀,접수기관_전화번호,접수기관_홈페이지URL,접수기관_담당자명,접수기관_담당자e-mail
27,2020년 소상공인 협업 활성화 공동판로(온라인) 지원사업 모집 공고,"소상공인협동조합의 온라인 판로 개척 및 매출증대 도모를 위하여 온라인 판로(소셜커머스, 오픈마켓 등), SB광고 제작, 판로교육을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 소상공인 협업 활성화 공동사업 기 지원 조합<br />&nbsp;<br />☞ 소셜커머스, SB광고제작, 온라인판로연계 지원",충북@충남@전북@전남@경북@경남@제주@서울@부산@대구@인천@광주@대전@울산@세종@경기@강원,내수@경영@온라인판매@디자인/상품화/사업화,PBLN_000000000051125,20200310 ~ 20200324,협동조합,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",979,1,2020-03-11 16:36,중소벤처기업부,소상공인,소상공인시장진흥공단,사업수행기관(위메프),02-3402-8224,http://www.semas.or.kr,접수담당자,local_team@wemakeprice.com
28,2020년 소상공인 협업 활성화 공동판로(오프라인) 지원사업 모집 공고,"소상공인협동조합의 인지도 제고 및 오프라인 판로개척 기회 제공, 성장 촉진을 위하여 유명박람회의 판매전 개최 및 입점, 운영제반비용을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 소상공인 협업 활성화 공동사업 기 지원 조합<br />&nbsp;<br />☞ 유명박람회 내 소상공인협동조합 전용관 조성 및 입점, 바이어유통(MD) 상담회를 통한 컨설팅 및 신규 거래선 발굴 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,내수@경영@오프라인판매@디자인/상품화/사업화,PBLN_000000000051127,20200310 ~ 20200324,협동조합,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",353,1,2020-03-11 16:34,중소벤처기업부,소상공인,소상공인시장진흥공단,사업접수기관,02?554?2078,http://www.semas.or.kr,접수담당자,sbizcoopfair@gmail.com
29,2020년 농수산식품 현지화지원사업(라벨링 현지화) 신청 공고,"<p style=""margin: 0px"">한국 농수산식품의 원활한 수출통관을 위하여 현지 자문기관과 연계하여 현지어 라벨링 제작 및 제작에 필요한 검사비 등을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 한국 농수산식품 수출업체 및 바이어</p>
<p style=""margin: 0px""><br />☞ 업체당 연간 20백만원 지원</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,수출@기술@해외진출@시험/인증,PBLN_000000000051071,20200309 ~ 20201130,중소기업,"농업, 임업 및 어업(01~03)@제조업(10~34)",343,1,2020-03-11 10:17,농림축산식품부,중소기업,한국농수산식품유통공사,분야별 담당부서,(대표번호)061-931-1114,http://www.at.or.kr/,사업담당자,NULL
30,2020년 상반기 장애인 창업사업화 지원사업 대상자 모집 공고,"<p style=""margin: 0px"">창업의지가 있는 장애인 예비창업자 및 업종전환희망자에게 경제적ㆍ사회적으로 자립할 수 있는 기회를 제공하고자 창업 사업화 자금을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ ‘19년 이후 센터에서 주관한 교육과정을 이수한 장애인 중 예비창업자 및 업종전환희망자</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 창업사업화자금 지원범위 내에서 최대 20백만 원 이내 지원</p>",부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주@서울,창업@경영@사업화지원@시설/입지지원,PBLN_000000000051068,20200309 ~ 20200410,장애인기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",311,1,2020-03-11 9:54,중소벤처기업부,창업기업@예비창업자,장애인기업종합지원센터,사업전략팀,02-2181-6534,http://www.debc.or.kr,차민혁,NULL
31,2020년 상반기 장애인 창업점포 지원사업 지원대상자 모집 공고,"<p style=""margin: 0px"">창업의지가 있는 장애인 예비창업자에게 경제적, 사회적으로 자립 기회를 제공하기 위해 창업(점포)공간을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ ‘19년 이후 센터에서 주관한 교육과정을 이수한 장애인 예비창업자 및 업종전환희망자<br />&nbsp;<br />☞ 창업점포 전세보증금(1억3천만 원 한도 내) 지원</p>",경북@경남@제주@서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남,창업@창업공간지원,PBLN_000000000051067,20200309 ~ 20200410,장애인기업,"교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)@농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)",158,1,2020-03-11 9:43,중소벤처기업부,창업기업@예비창업자,장애인기업종합지원센터,사업전략팀,02-2181-6536,http://www.debc.or.kr,사업담당자,NULL
32,2020년 수산연관 우수기술사업화 자금지원 시행지침 공고,"우수 수산기술의 산업화 및 수산업의 고차산업화를 위하여 수산분야 벤처 등록기업과 특허 등록자 등에게 저리의 사업화 자금을 지원해 드리는 사업입니다. <br />&nbsp;<br />☞ 수산분야 우수기술을 실용ㆍ사업화하는 중소기업 또는 어업법인<br />&nbsp;<br />☞ 업체당 1,000백만원 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,금융@기술@융자@기술사업화/이전/지도,PBLN_000000000051088,예산 소진시까지,창업벤처,"농업, 임업 및 어업(01~03)",570,1,2020-03-10 17:15,해양수산부,중소기업,해양수산과학기술진흥원,창업사업화지원단 기술인증평가팀,02-3460-4021,https://www.kimst.re.kr/,사업담당자,NULL
33,2020년 농ㆍ식품 분야 AGRI 벤처창업 인턴제 참여 인턴 및 기업 모집 공고(구 농식품 벤처창업 인턴제),"농ㆍ식품 분야의 예비창업자가 유망 벤처기업에서 인턴실습을 통해 창업을 준비할 수 있도록 예비창업자의 경영, 마케팅 등 현장 실무지식 습득 및 성공창업을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 상시근로자 3인 이상 및 매출액 1억원 이상의 농ㆍ식품 분야 기업 / 농식품 분야 창업을 희망하는 예비창업자 또는 팀<br />&nbsp;<br />☞ 실습기간 동안 참여인턴에게는 월 104만원(인턴활동비), 참여기업에게는 월 40만원(멘토링비) 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,창업@경영@인력@예비창업자지원@교육@교육/훈련/연수,PBLN_000000000051065,20200309 ~ 20200406,중소기업,"농업, 임업 및 어업(01~03)@제조업(10~34)",439,1,2020-03-10 17:10,농림축산식품부,창업기업@예비창업자,벤처기업협회,마케팅지원본부,02-6331-7094,https://www.venture.or.kr/,박현정,NULL
34,2020년 식품 품질ㆍ위생 단기역량제고 지원업체 모집 공고,"국내 중소식품기업의 품질, 위생ㆍ안전 분야 단기 역량제고를 위하여 인증교육, 식품 안전 시스템 구축, 디자인품질개선 등 분야의 전문위원의 현장지도를 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 국산원료를 사용하는 중소식품기업<br />&nbsp;<br />☞ 일반기업 1,400천원, 우대기업 2,300천원 한도 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,경영@기술@경영@교육@시험/인증@디자인/상품화/사업화,PBLN_000000000051036,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@제조업(10~34)@숙박 및 음식점업(55~56)",528,1,2020-03-10 17:01,농림축산식품부,중소기업,한국농수산식품유통공사,식품기업지원센터 식품기업컨설팅부,02-6300-1734,http://www.at.or.kr/,사업담당자,NULL
35,2020년 (예비)사회적기업 경영컨설팅 지원사업(사전진단 및 매칭) 신청 공고,"(예비)사회적기업 수요에 맞는 우수한 경영컨설팅 서비스를 제공하여 사회적기업의 생산성 향상 및 경쟁력 강화를 통해 지속 가능한 조직으로써 자립경영할 수 있도록 경영컨설팅(사전진단 및 매칭)을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 예비, 인증 사회적기업 대상<br />&nbsp;<br />☞ 최대 5회, 연 1회 경영컨설팅(사전진단 및 매칭) 지원",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,경영@기술@컨설팅@기술정보제공,PBLN_000000000051077,20200306 ~ 20200325,사회적기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",641,1,2020-03-10 16:51,고용노동부,중소기업,한국사회적기업진흥원,네트워크지원팀,031-697-7854,http://www.socialenterprise.or.kr/,사업담당자,consulting@ikosea.or.kr
36,2020년 방사선기술 수출지원사업 공고,"국내 방사선 기술기업의 수출경쟁력 강화를 위하여 방사선 유망기업 수출 컨설팅 및 맞춤형 해외마케팅을 성장단계별로 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 해외시장 진출을 추진하는 국내 방사선기술기업<br />&nbsp;<br />☞ 방사선 유망기업 수출 컨설팅 지원(기업별 1,000만원 수준), 해외진출 맞춤형 지원(기업별 2,000만원 수준)",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,수출@경영@기술@해외진출@컨설팅@기술사업화/이전/지도,PBLN_000000000051083,20200303 ~ 20200316,중소기업,"전기, 가스, 증기 및 공기 조절 공급업(35)@전문, 과학 및 기술 서비스업(70~73)",216,0,2020-03-10 16:40,과학기술정보통신부,중소기업@중견기업,한국원자력협력재단,정책기획실,042-867-0169,http://www.konicof.or.kr/,이동윤,NULL
37,2020년 혁신조달 연계형 신기술 사업화(R&D) 사업 시행계획 공고,"<p style=""margin: 0px"">공공수요가 있는 新기술 사업모델을 발굴하고, 신산업분야 적극 육성하기 위해 R&amp;Dㆍ실증ㆍ공공조달 연계 등 공공수요 해결을 위한 기술개발을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 국내 중견ㆍ중소기업</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 공공수요 해결을 위한 기술개발(지정공모형) 지원</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,기술@내수@공동기술개발@공공구매,PBLN_000000000050984,20200330 ~ 20200407,중소기업,"전문, 과학 및 기술 서비스업(70~73)",1412,1,2020-03-10 10:26,산업통상자원부,중소기업@중견기업,한국산업기술진흥원,기술실용화팀,02-6009-4364,http://www.kiat.or.kr,사업담당자,NULL
38,2020년 반가공 농식품 연계 활성화 지원사업 참가기업 모집 공고,"<p style=""margin: 0px"">국산 농산물 사용확대와 식품업체 경쟁력 강화를 위하여 농산물의 안정적 조달과 신규판로 개척에 필요한 자금을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 국내 농산물을 원료로 신제품을 개발하는 식품소재 또는 반가공식품 제조업체 </p>
<p style=""margin: 0px""><br />☞ 최대 4천만원 지원</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,기술@내수@경영@시험/인증@홍보지원@디자인/상품화/사업화,PBLN_000000000051008,20200309 ~ 20200327,중소기업,제조업(10~34),649,1,2020-03-10 10:12,농림축산식품부,중소기업,한국농수산식품유통공사,관할 지역본부,관할 지역본부,http://www.at.or.kr/,사업담당자,NULL
39,코로나19 대응 농식품글로벌육성지원 대출자 추가모집 공고,"<p style=""margin: 0px"">코로나19 사태 장기화로 인한 농식품 수출업체의 피해를 경감코자 농식품글로벌육성지원 운영자금 대출을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 농식품 수출실적이 있거나 수출계획이 있는 업체(농업경영체, 일반업체)</p>
<p style=""margin: 0px""><br />☞ 30백만원 이상 담보대출 지원</p>",서울@부산@대구@인천@광주@대전@울산@세종@경기@강원@충북@충남@전북@전남@경북@경남@제주,금융@융자,PBLN_000000000051012,20200306 ~ 20200313,중소기업,"농업, 임업 및 어업(01~03)@제조업(10~34)",572,0,2020-03-09 17:54,농림축산식품부,중소기업,한국농수산식품유통공사,사업담당부서,하단의 문의처 참조,http://www.at.or.kr/,관할지역본부,NULL
